date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:21	140/140	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Apr%202017%2013:19:38%20GMT	http://placement.iiitb.ac.in/robots.txt		(from )
18:50:21	35346/35346	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202016%2009:40:37%20GMT	http://placement.iiitb.ac.in/	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/index.html	(from )
18:50:21	1989/1989	---M--	200	added ('OK')	text/css	etag:%2257645dba-7c5%22	http://placement.iiitb.ac.in/assets/css/slider1.css	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/css/slider1.css	(from http://placement.iiitb.ac.in/)
18:50:22	43293/43293	---M--	200	added ('OK')	text/css	etag:%2257690b06-a91d%22	http://placement.iiitb.ac.in/assets/css/main.css	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/css/main.css	(from http://placement.iiitb.ac.in/)
18:50:22	5645/5645	---M--	200	added ('OK')	text/css	etag:%2257645db9-160d%22	http://placement.iiitb.ac.in/assets/css/popup.css	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/css/popup.css	(from http://placement.iiitb.ac.in/)
18:50:22	8496/8496	---M--	200	added ('OK')	application/x-javascript	etag:%2257645db9-2130%22	http://placement.iiitb.ac.in/assets/js/modernizr.custom.js	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/js/modernizr.custom.js	(from http://placement.iiitb.ac.in/)
18:50:24	58620/58620	---M--	200	added ('OK')	application/x-javascript	etag:%2257645db8-e4fc%22	http://placement.iiitb.ac.in/assets/js/jssor.slider.min.js	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/js/jssor.slider.min.js	(from http://placement.iiitb.ac.in/)
18:50:25	1956/1956	---M--	200	added ('OK')	application/x-javascript	etag:%2257645db8-7a4%22	http://placement.iiitb.ac.in/assets/js/slider1.js	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/js/slider1.js	(from http://placement.iiitb.ac.in/)
18:50:25	1956/1956	---M--	200	added ('OK')	application/x-javascript	etag:%2257645db9-7a4%22	http://placement.iiitb.ac.in/assets/js/slider2.js	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/js/slider2.js	(from http://placement.iiitb.ac.in/)
18:50:25	85589/85589	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	C:/My%20Web%20Sites/placement/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from http://placement.iiitb.ac.in/)
18:50:26	1956/1956	---M--	200	added ('OK')	application/x-javascript	etag:%2257645db8-7a4%22	http://placement.iiitb.ac.in/assets/js/slider3.js	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/assets/js/slider3.js	(from http://placement.iiitb.ac.in/)
18:50:28	121260/121260	---MCZ	200	added ('OK')	text/css	etag:W/%222f624089c65f12185e79925bc5a7fc42%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	C:/My%20Web%20Sites/placement/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	(from http://placement.iiitb.ac.in/)
18:50:30	23409/23409	---MCZ	200	added ('OK')	text/css	etag:W/%2246d96593303e4c8666f497bb7602c999%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap-theme.min.css	C:/My%20Web%20Sites/placement/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap-theme.min.css	(from http://placement.iiitb.ac.in/)
18:50:30	35346/35346	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202016%2009:40:37%20GMT	http://placement.iiitb.ac.in/index.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/index-2.html	(from http://placement.iiitb.ac.in/)
18:50:30	36868/36868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c5b5b2fa19bd66ff23211d9f844e0131%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	C:/My%20Web%20Sites/placement/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	(from http://placement.iiitb.ac.in/)
18:50:31	69208/69208	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202016%2007:39:29%20GMT	http://placement.iiitb.ac.in/mtechIT.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/mtechIT.html	(from http://placement.iiitb.ac.in/)
18:50:31	39125/39125	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202016%2007:40:10%20GMT	http://placement.iiitb.ac.in/mtechESD.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/mtechESD.html	(from http://placement.iiitb.ac.in/)
18:50:32	71277/71277	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202016%2007:38:38%20GMT	http://placement.iiitb.ac.in/imtech.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/imtech.html	(from http://placement.iiitb.ac.in/)
18:50:32	26246/26246	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jun%202016%2004:36:58%20GMT	http://placement.iiitb.ac.in/digisoc.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/digisoc.html	(from http://placement.iiitb.ac.in/)
18:50:32	11259/11259	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202016%2007:41:04%20GMT	http://placement.iiitb.ac.in/ms_research.html	C:/My%20Web%20Sites/placement/placement.iiitb.ac.in/ms_research.html	(from http://placement.iiitb.ac.in/)
